time,open,high,low,close,tick_volume,spread,real_volume,ema_8,ema_33
1780000200,1.16509,1.16543,1.16508,1.16533,902,1,0,1.164914413722308,1.1631209598343297
1780002000,1.16533,1.16553,1.16484,1.16489,1651,0,0,1.164908988450684,1.1632250210205455
1780003800,1.16489,1.16501,1.16465,1.16478,973,1,0,1.164880324350532,1.1633164903722781
1780005600,1.16478,1.1649,1.16463,1.16488,891,1,0,1.1648802522726358,1.16340846152685
1780007400,1.16489,1.16515,1.16468,1.16477,998,1,0,1.1648557517676057,1.1634885520252707
1780009200,1.16475,1.16477,1.16447,1.16465,563,3,0,1.1648100291525822,1.1635568724943723
1780011000,1.16465,1.16496,1.16464,1.16494,425,3,0,1.1648389115631195,1.1636382329358799
1780012800,1.16509,1.16522,1.1649,1.16506,221,7,0,1.1648880423268706,1.1637218662925928
1780014600,1.16506,1.16516,1.16504,1.16513,504,3,0,1.164941810698677,1.1638046976871461
1780016400,1.16513,1.16519,1.16502,1.16514,281,2,0,1.1649858527656378,1.1638832448820198
1780018200,1.16514,1.16515,1.16498,1.16499,264,3,0,1.1649867743732738,1.1639483481242539
1780020000,1.16499,1.16528,1.16499,1.16514,284,3,0,1.1650208245125462,1.1640184452934152
1780021800,1.16513,1.1653,1.16505,1.16523,283,2,0,1.1650673079542027,1.164089713217332
1780023600,1.16523,1.16556,1.1652,1.16538,801,2,0,1.165136795075491,1.1641656124398418
1780025400,1.16538,1.16538,1.16473,1.16487,774,1,0,1.1650775072809374,1.1642070470022041
1780027200,1.16487,1.16564,1.16478,1.16539,1017,1,0,1.1651469501073959,1.1642766324726628
1780029000,1.16539,1.16539,1.16433,1.16445,1017,0,0,1.1649920723057523,1.164286830562506
1780030800,1.16445,1.16477,1.16435,1.16464,815,0,0,1.1649138340155851,1.1643076052352996
1780032600,1.16464,1.16493,1.16447,1.16448,528,2,0,1.1648174264565663,1.1643177461038114
1780034400,1.16448,1.1645,1.16397,1.1641,716,0,0,1.164657998355107,1.1643049375094696
1780036200,1.1641,1.16412,1.16359,1.16372,718,2,0,1.1644495542761943,1.1642705294206772
1780038000,1.16371,1.16391,1.16353,1.16356,655,2,0,1.164251875548151,1.1642287335724022
1780039800,1.16356,1.16392,1.16341,1.1639,520,0,0,1.1641736809818952,1.1642093963034372
1780041600,1.1639,1.16436,1.16381,1.16415,626,0,0,1.164168418541474,1.164205902403235
1780043400,1.16414,1.16428,1.16395,1.16421,559,1,0,1.1641776588655908,1.1642061434383386
1780045200,1.16419,1.16478,1.16419,1.16454,1290,1,0,1.1642581791176818,1.1642257820596127
1780047000,1.16454,1.16543,1.16449,1.16534,1352,0,0,1.164498583758197,1.1642913242914001
1780048800,1.16534,1.16534,1.16414,1.16434,1554,0,0,1.164463342923042,1.1642941875683768
1780050600,1.16435,1.16446,1.16377,1.1642,1404,0,0,1.164404822273477,1.1642886471231781
1780052400,1.1642,1.1642,1.16337,1.16388,1862,0,0,1.1642881951015933,1.164264609057109
1780054200,1.16388,1.16396,1.16249,1.16282,1452,0,0,1.1639619295234613,1.1641796320537496
1780056000,1.16282,1.16385,1.16266,1.16365,1632,1,0,1.163892611851581,1.1641484772270583
1780057800,1.16365,1.16428,1.1633,1.16415,1205,0,0,1.1639498092178964,1.1641485668019371
1780059600,1.16416,1.16451,1.16378,1.16425,1046,0,0,1.1640165182805862,1.1641545334606467
1780061400,1.16425,1.16443,1.16407,1.1643,1042,0,0,1.1640795142182336,1.1641630903159028
1780063200,1.16429,1.16448,1.16398,1.16433,1236,0,0,1.1641351777252928,1.1641729085326142
1780065000,1.16433,1.16482,1.16405,1.16474,1345,0,0,1.1642695826752278,1.164206266854225
1780066800,1.16477,1.16486,1.16428,1.16464,1213,0,0,1.1643518976362883,1.1642317805686822
1780068600,1.16464,1.16489,1.16414,1.16488,1459,0,0,1.164469253717113,1.1642699111234656
1780070400,1.16488,1.16531,1.16464,1.16498,1666,0,0,1.164582752891088,1.1643116810573793
1780072200,1.16498,1.16521,1.16448,1.16473,1866,0,0,1.1646154744708461,1.164336288054004
1780074000,1.16475,1.16509,1.16417,1.16459,2122,0,0,1.1646098134773248,1.1643512122861215
1780075800,1.16459,1.16744,1.16403,1.16685,4296,0,0,1.165107632704586,1.1644981997987027
1780077600,1.16685,1.16818,1.16672,1.16751,3421,0,0,1.165641492103567,1.164675364516426
1780079400,1.16751,1.16858,1.16742,1.16779,2950,0,0,1.1661189383027744,1.1648585783684011
1780081200,1.1678,1.16791,1.16677,1.16697,1470,0,0,1.16630806312438,1.164982779640848
1780083000,1.16697,1.16746,1.16666,1.16721,1617,0,0,1.1665084935411845,1.1651137926031512
1780084800,1.1672,1.16734,1.16658,1.16677,1172,0,0,1.1665666060875879,1.1652112165676716
1780086600,1.16678,1.16681,1.1662,1.16622,1132,2,0,1.1664895825125683,1.1652705567695734
1780088400,1.16621,1.16659,1.16615,1.16645,1105,0,0,1.1664807863986641,1.1653399357831278
1780090200,1.16645,1.16686,1.16604,1.16641,1232,0,0,1.16646505608785,1.1654028807370613
1780092000,1.16641,1.16694,1.1664,1.16679,828,0,0,1.1665372658461055,1.1654844759878225
1780093800,1.1668,1.16687,1.16637,1.16646,1152,0,0,1.1665200956580821,1.1655418597532445
1780095600,1.16645,1.16648,1.16606,1.16612,643,3,0,1.1664311855118417,1.1655758680030537
1780097400,1.16612,1.16623,1.16584,1.16606,931,0,0,1.1663486998425434,1.1656043463558152
1780272000,1.1652,1.16567,1.16516,1.16553,367,8,0,1.1661667665442004,1.1655999730407673
1780273800,1.16552,1.16604,1.16549,1.16599,440,4,0,1.1661274850899337,1.165622915803075
1780275600,1.16599,1.16599,1.16513,1.16535,783,0,0,1.165954710625504,1.165606861932306
1780277400,1.16535,1.1655,1.16522,1.16542,1063,0,0,1.1658358860420586,1.1655958700539348
1780279200,1.16543,1.16556,1.16533,1.16554,781,3,0,1.1657701335882678,1.165592583580174
1780281000,1.16554,1.16557,1.16483,1.16484,1314,0,0,1.1655634372353194,1.1655483139578107
1780282800,1.16485,1.16535,1.16455,1.16476,1532,0,0,1.1653848956274706,1.1655019425485276
1780284600,1.16476,1.16485,1.16449,1.16477,1013,1,0,1.1652482521546994,1.1654588871044966
1780286400,1.16477,1.16482,1.16436,1.16439,940,0,0,1.1650575294536551,1.1653960113924675
1780288200,1.16439,1.16454,1.16419,1.16447,776,2,0,1.1649269673528428,1.1653415401340872
1780290000,1.16447,1.16454,1.16437,1.16446,451,2,0,1.164823196829989,1.165289684832082
1780291800,1.16446,1.16468,1.16435,1.16463,564,2,0,1.1647802642011025,1.1652508798419594
1780293600,1.16463,1.1649,1.16433,1.16475,739,0,0,1.1647735388230798,1.1652214163218442
1780295400,1.16475,1.16486,1.16415,1.16438,526,1,0,1.1646860857512842,1.1651719212440885
1780297200,1.16438,1.16473,1.16434,1.16472,397,2,0,1.164693622250999,1.165145337641495
1780299000,1.16473,1.16484,1.16461,1.1648,466,2,0,1.164717261750777,1.1651250236625836
1780300800,1.1648,1.16523,1.16479,1.16513,598,0,0,1.1648089813617155,1.165125316388314
1780302600,1.16513,1.16532,1.16503,1.16513,630,2,0,1.16488031883689,1.1651255918948837
1780304400,1.16515,1.1656,1.165,1.16513,1382,1,0,1.1649358035398032,1.1651258511951847
1780306200,1.16513,1.16647,1.16508,1.16645,1764,0,0,1.1652722916420692,1.1652037423013504
1780308000,1.16643,1.16647,1.16556,1.16584,1590,0,0,1.1653984490549427,1.1652411692248004
1780309800,1.16583,1.1659,1.16517,1.16565,982,0,0,1.1654543492649556,1.1652652180939296
1780311600,1.16565,1.16601,1.16548,1.16587,1089,0,0,1.1655467160949655,1.165300793500169
1780313400,1.16588,1.166,1.16533,1.16578,1022,0,0,1.165598556962751,1.165328982117806
1780315200,1.16579,1.16605,1.16482,1.16497,1115,0,0,1.165458877637695,1.165307865522641
1780317000,1.16497,1.16514,1.16485,1.16507,1040,1,0,1.1653724603848739,1.1652938734330738
1780318800,1.16508,1.1651,1.16472,1.16484,847,1,0,1.1652541358549018,1.165267174995834
1780320600,1.16485,1.16503,1.1646,1.16474,755,0,0,1.1651398834427014,1.1652361647019613
1780322400,1.16474,1.16479,1.16416,1.1646,955,0,0,1.1650199093443234,1.1651987432489048
1780324200,1.1646,1.16482,1.16429,1.16458,711,0,0,1.1649221517122514,1.1651623465872045
1780326000,1.16458,1.16501,1.16454,1.16498,1204,0,0,1.1649350068873066,1.165151620317369
1780327800,1.16498,1.16504,1.1645,1.16473,1778,0,0,1.1648894498012385,1.1651268191222297
1780329600,1.16473,1.16482,1.16254,1.16272,4287,0,0,1.1644073498454077,1.1649852415268045
1780331400,1.16273,1.16294,1.16099,1.161,3782,0,0,1.1636501609908727,1.1647508155546396
1780333200,1.16089,1.16181,1.16068,1.16142,3637,0,0,1.1631545696595675,1.164554885227896
1780335000,1.16142,1.16183,1.16109,1.16175,2542,1,0,1.1628424430685524,1.1643898919791962
1780336800,1.16175,1.16227,1.16152,1.16216,2445,0,0,1.1626907890533187,1.164258721862773
1780338600,1.16216,1.16286,1.16215,1.1623,2188,0,0,1.16260394704147,1.1641435029296685
1780340400,1.1623,1.16259,1.16164,1.16213,1212,0,0,1.162498625476699,1.1640250615808645
1780342200,1.16213,1.16304,1.16207,1.16297,1557,0,0,1.1626033753707659,1.1639629991349314
1780344000,1.16297,1.16319,1.1625,1.16319,1324,0,0,1.1627337363994845,1.1639175285975825
1780345800,1.16319,1.16377,1.16296,1.16346,1783,0,0,1.16289512831071,1.1638906151506658
1780347600,1.16346,1.16352,1.16328,1.1633,636,2,0,1.1629850997972189,1.1638558730829798
1780349400,1.16331,1.16347,1.16305,1.16307,577,2,0,1.163003966508948,1.1638096452545692
1780351200,1.16307,1.16337,1.16295,1.1632,538,0,0,1.1630475295069596,1.1637737837690063
1780353000,1.1632,1.16334,1.16265,1.16316,1068,2,0,1.1630725229498575,1.1637376788414178
1780354800,1.16315,1.16336,1.16304,1.16315,304,3,0,1.1630897400721114,1.163703109497805
1780356600,1.16315,1.1633,1.16309,1.16313,439,3,0,1.1630986867227533,1.1636693971744048
1780358400,1.16308,1.16348,1.1628,1.16343,228,9,0,1.1631723118954747,1.1636553149876752
1780360200,1.16343,1.16358,1.16331,1.16344,242,3,0,1.1632317981409246,1.1636426494001648
1780362000,1.16342,1.16347,1.16323,1.1633,282,3,0,1.163246954109608,1.1636224935530963
1780363800,1.1633,1.1634,1.16329,1.16338,189,1,0,1.1632765198630284,1.1636082292264436
1780365600,1.16338,1.16356,1.16338,1.16346,179,3,0,1.1633172932267999,1.1635995098601821
1780367400,1.16346,1.1636,1.16327,1.16352,302,2,0,1.1633623391764,1.163594832809583
1780369200,1.16353,1.16354,1.16298,1.16331,739,1,0,1.1633507082483112,1.163578077938431
1780371000,1.1633,1.16347,1.16292,1.16313,689,1,0,1.163301661970909,1.1635517204126409
1780372800,1.16313,1.16368,1.16312,1.16335,802,1,0,1.1633124037551514,1.163539854506015
1780374600,1.16335,1.16352,1.16284,1.16305,713,0,0,1.1632540918095622,1.163511039535073
1780376400,1.16305,1.16341,1.16302,1.16337,563,2,0,1.1632798491852152,1.1635027430918332
1780378200,1.16337,1.16345,1.16302,1.16309,322,2,0,1.1632376604773895,1.163478464086431
1780380000,1.16309,1.16336,1.16307,1.1633,507,2,0,1.1632515137046362,1.163467966198994
1780381800,1.1633,1.16351,1.16326,1.16341,385,2,0,1.1632867328813838,1.1634645564225825
1780383600,1.16341,1.16364,1.1634,1.16358,358,2,0,1.1633519033521873,1.1634713472212541
1780385400,1.16358,1.16387,1.16358,1.16377,416,2,0,1.163444813718368,1.1634889150317684
1780387200,1.16378,1.16396,1.16368,1.16375,502,2,0,1.163512632892064,1.163504272971076
1780389000,1.16375,1.16386,1.16362,1.1637,398,2,0,1.1635542700271608,1.1635157863257186
1780390800,1.1637,1.16502,1.1637,1.16489,1216,0,0,1.1638510989100141,1.1635966224242056
1780392600,1.16489,1.16522,1.16479,1.16504,1292,1,0,1.1641152991522332,1.1636815269874876
1780394400,1.16504,1.16507,1.16447,1.16467,1179,0,0,1.1642385660072927,1.1637396724588118
1780396200,1.16467,1.16493,1.16457,1.16486,1096,2,0,1.1643766624501164,1.1638055740788817
1780398000,1.16485,1.16525,1.16448,1.16462,1101,0,0,1.1644307374612017,1.1638534814860064
1780399800,1.16462,1.16476,1.16419,1.16435,814,2,0,1.164412795803157,1.1638826884574178
1780401600,1.16435,1.16438,1.16401,1.16433,1061,0,0,1.1643943967357888,1.163909000901099
1780403400,1.16433,1.16448,1.1641,1.16431,898,0,0,1.1643756419056135,1.1639325890833871
1780405200,1.16431,1.16454,1.16383,1.16426,846,1,0,1.164349943704366,1.16395184854907
1780407000,1.16426,1.1646,1.16416,1.16436,764,2,0,1.1643521784367292,1.1639758574579482
1780408800,1.16436,1.16467,1.16435,1.16467,876,2,0,1.1644228054507895,1.1640166893721866
1780410600,1.16467,1.16527,1.16462,1.16493,802,1,0,1.164535515350614,1.1640704135267639
1780412400,1.16493,1.16539,1.16473,1.16522,1084,0,0,1.1646876230504777,1.1641380362604836
1780414200,1.16522,1.16556,1.16492,1.16503,1361,0,0,1.1647637068170382,1.1641905047157493
1780416000,1.16503,1.16523,1.16455,1.16455,1728,0,0,1.164716216413252,1.1642116514971759
1780417800,1.16456,1.1648,1.16394,1.16432,1772,0,0,1.1646281683214184,1.1642180249385186
1780419600,1.16432,1.16437,1.16361,1.16397,1999,0,0,1.1644819086944365,1.1642034352362527
1780421400,1.16396,1.16499,1.16393,1.16435,1832,0,0,1.1644525956512284,1.1642120566929437
1780423200,1.16434,1.1645,1.16355,1.16368,1657,0,0,1.1642809077287333,1.1641807592404176
1780425000,1.16368,1.16416,1.16363,1.16404,1206,0,0,1.1642273726779035,1.164172479285099
1780426800,1.16404,1.1641,1.16303,1.16306,1000,0,0,1.1639679565272583,1.164107039327152
1780428600,1.16306,1.16315,1.16268,1.16283,740,0,0,1.1637150772989786,1.1640319193667312
1780430400,1.16283,1.16297,1.16231,1.16242,967,0,0,1.16342728234365,1.1639371005804529
1780432200,1.16242,1.16251,1.16201,1.16214,504,1,0,1.1631412196006168,1.1638313887816027
1780434000,1.16214,1.16226,1.16134,1.16205,941,0,0,1.1628987263560353,1.1637266012062142
1780435800,1.16205,1.16299,1.16205,1.16284,909,0,0,1.1628856760546942,1.163674448194084
1780437600,1.16284,1.1633,1.16284,1.16317,589,0,0,1.162948859153651,1.1636447747709027
1780439400,1.16317,1.16325,1.16306,1.16322,646,1,0,1.163009112675062,1.163619788019673
1780441200,1.16321,1.16346,1.16313,1.16317,372,3,0,1.1630448654139371,1.1635933299008685
1780443000,1.16317,1.16323,1.16298,1.16309,556,3,0,1.163054895321951,1.1635637222596409
1780444800,1.16314,1.16317,1.16289,1.16305,1524,7,0,1.1630538074726287,1.1635335033031915
1780446600,1.16305,1.16324,1.16279,1.16288,329,5,0,1.1630151835898221,1.1634950619324156
1780448400,1.16292,1.16299,1.16268,1.16285,351,0,0,1.1629784761254172,1.1634571171128618
1780450200,1.16285,1.16291,1.16263,1.16265,369,3,0,1.16290548143088,1.1634096396356346
1780452000,1.16265,1.16273,1.1622,1.16228,694,3,0,1.1627664855573512,1.163343190245303
1780453800,1.16228,1.16234,1.16196,1.1621,625,0,0,1.1626183776557175,1.163270061407344
1780455600,1.1621,1.16273,1.16203,1.16271,972,2,0,1.1626387381766692,1.1632371166186766
1780457400,1.16271,1.16306,1.16268,1.16286,654,2,0,1.1626879074707428,1.163214933288166
1780459200,1.16287,1.16309,1.16261,1.16305,1003,1,0,1.1627683724772444,1.1632052313300387
1780461000,1.16305,1.16333,1.16275,1.16294,800,2,0,1.1628065119267457,1.1631896294870951
1780462800,1.16294,1.16319,1.16283,1.16285,493,2,0,1.1628161759430244,1.1631696512819718
1780464600,1.16285,1.16295,1.16248,1.16281,791,2,0,1.1628148035112411,1.1631484953242086
1780466400,1.1628,1.16295,1.16269,1.16269,640,2,0,1.1627870693976319,1.1631215250110198
1780468200,1.16269,1.16294,1.16262,1.16274,566,2,0,1.1627766095314915,1.163099082363313
1780470000,1.16274,1.1628,1.16247,1.16247,346,2,0,1.162708474080049,1.1630620775184122
1780471800,1.16247,1.16259,1.16243,1.16255,448,2,0,1.162673257617816,1.1630319553114468
1780473600,1.16255,1.1627,1.16217,1.16222,546,2,0,1.162572533702746,1.1629841932343028
1780475400,1.16222,1.1624,1.16185,1.16186,814,1,0,1.1624141928799134,1.1629180642205204
1780477200,1.16186,1.16224,1.16122,1.16159,1564,0,0,1.1622310389065993,1.1628399427957838
1780479000,1.16159,1.16186,1.16131,1.16163,1342,0,0,1.1620974747051327,1.1627687696901496
1780480800,1.16162,1.16207,1.16131,1.16138,1314,0,0,1.16193803588177,1.162687077355435
1780482600,1.16137,1.16244,1.16128,1.16161,2024,0,0,1.1618651390191546,1.1626237198639389
1780484400,1.16161,1.16165,1.16108,1.16128,1600,0,0,1.1617351081260092,1.1625446775190014
1780486200,1.16128,1.16154,1.16068,1.16094,2748,0,0,1.1615584174313405,1.162450284723766
1780488000,1.16094,1.16159,1.16092,1.16131,1599,0,0,1.1615032135577092,1.1623832091517798
1780489800,1.16131,1.16156,1.16097,1.16134,1203,0,0,1.1614669438782184,1.1623218439075573
1780491600,1.16134,1.16229,1.16127,1.16154,1834,0,0,1.1614831785719475,1.1622758530894657
1780493400,1.16154,1.16177,1.16147,1.16159,811,0,0,1.1615069166670704,1.1622355087900853
1780495200,1.16159,1.16202,1.16153,1.162,938,0,0,1.1616164907410547,1.162221655331845
1780497000,1.162,1.16225,1.16161,1.16178,1061,1,0,1.1616528261319314,1.1621956756064424
1780498800,1.16178,1.16185,1.16068,1.16069,1318,0,0,1.1614388647692802,1.1621071064531223
1780500600,1.16069,1.16069,1.15966,1.16005,1692,0,0,1.1611302281538847,1.1619861001911738
1780502400,1.16004,1.16047,1.15973,1.1604,1745,0,0,1.1609679552307992,1.1618928001799282
1780504200,1.1604,1.16062,1.15987,1.16027,2555,0,0,1.1608128540683993,1.1617973413458147
1780506000,1.16027,1.16086,1.15996,1.16037,2857,0,0,1.1607144420531994,1.1617133800901784
1780507800,1.16037,1.16122,1.15947,1.16121,3115,0,0,1.1608245660413772,1.1616837694966384
1780509600,1.16121,1.16129,1.16024,1.16074,2700,0,0,1.1608057735877377,1.161628253643895
1780511400,1.16074,1.16103,1.1604,1.16047,1817,0,0,1.160731157234907,1.161560121076607
1780513200,1.16049,1.16049,1.15957,1.15994,1766,2,0,1.1605553445160388,1.1614648198368067
1780515000,1.15994,1.16017,1.15951,1.16,1452,0,0,1.1604319346235856,1.1613786539640532
1780516800,1.16,1.16035,1.1597,1.15973,958,0,0,1.1602759491516776,1.1612816743191088
1780518600,1.15973,1.15997,1.15968,1.15984,648,2,0,1.1601790715624158,1.1611968699473965
1780520400,1.15984,1.15993,1.15952,1.15977,673,0,0,1.1600881667707679,1.1611129364210788
1780522200,1.15977,1.15998,1.15954,1.15983,802,2,0,1.160030796377264,1.16103746957278
1780524000,1.15983,1.16009,1.15971,1.15973,841,2,0,1.159963952737872,1.1609605595979107
1780525800,1.15973,1.15991,1.15972,1.1598,732,2,0,1.1599275187961227,1.160892291386269
1780527600,1.1598,1.16003,1.15969,1.15993,472,2,0,1.159928070174762,1.1608356860106062
1780529400,1.15994,1.16,1.15975,1.15978,452,0,0,1.1598951656914815,1.1607735868335116
1780531200,1.1597,1.15999,1.15968,1.15991,193,10,0,1.1598984622044857,1.1607227876080108
1780533000,1.15994,1.16009,1.15967,1.15975,542,3,0,1.159865470603489,1.1606655648075397
1780534800,1.15975,1.1599,1.15945,1.15967,363,1,0,1.1598220326916024,1.160607002171802
1780536600,1.15967,1.16123,1.15966,1.16058,791,0,0,1.1599904698712464,1.1606054138087547
1780538400,1.16058,1.16084,1.16013,1.16051,596,0,0,1.1601059210109694,1.1605998012317693
1780540200,1.16051,1.16106,1.16047,1.16088,566,0,0,1.1602779385640873,1.1606162835122533
1780542000,1.16089,1.16126,1.16054,1.16094,1265,0,0,1.1604250633276236,1.1606353256585915
1780543800,1.16094,1.16119,1.16058,1.16066,915,2,0,1.1604772714770406,1.1606367770904389
1780545600,1.16067,1.16085,1.16039,1.16077,1170,2,0,1.1605423222599205,1.1606446137321778
1780547400,1.16077,1.16101,1.16071,1.16095,862,2,0,1.1606329173132715,1.160662577630285
1780549200,1.16095,1.16103,1.16062,1.16076,857,1,0,1.1606611579103223,1.1606683083579152
1780551000,1.16077,1.16111,1.16077,1.161,598,2,0,1.160736456152473,1.1606878196309791
1780552800,1.161,1.161,1.16025,1.16034,570,0,0,1.1606483547852566,1.1606673596526862
1780554600,1.16034,1.16061,1.16027,1.1606,408,2,0,1.1606376092774218,1.1606633973201752
1780556400,1.1606,1.16061,1.16038,1.16059,430,2,0,1.1606270294379946,1.1606590798307532
1780558200,1.16059,1.16129,1.16059,1.16096,871,0,0,1.160701022896218,1.1606767810171794
1780560000,1.16096,1.16104,1.16054,1.16056,700,2,0,1.1606696844748363,1.1606699115455807
1780561800,1.16056,1.16104,1.16052,1.16097,671,2,0,1.160736421258206,1.1606875638076055
1780563600,1.16097,1.16127,1.1607,1.16104,1185,1,0,1.160803883200827,1.1607082953483348
1780565400,1.16104,1.16149,1.16079,1.16106,1504,0,0,1.1608607980450876,1.160728983857256
1780567200,1.16105,1.16126,1.16037,1.16062,1533,1,0,1.1608072873684014,1.1607225730421233
1780569000,1.16062,1.16071,1.15984,1.16039,1431,2,0,1.16071455684209,1.1607030099219984
1780570800,1.16038,1.16108,1.16035,1.16103,1514,1,0,1.1607846553216257,1.160722244632469
1780572600,1.16104,1.1614,1.16066,1.16131,1236,0,0,1.1609013985834866,1.1607568184776178
1780574400,1.16131,1.16224,1.16131,1.16205,1559,0,0,1.1611566433427118,1.1608328879789342
1780576200,1.16205,1.16282,1.16192,1.16257,1468,0,0,1.161470722599887,1.160935071038997
1780578000,1.16254,1.16305,1.16252,1.16287,1211,0,0,1.1617816731332455,1.1610488903896443
1780579800,1.16287,1.16341,1.16276,1.16303,1400,0,0,1.1620590791036354,1.161165426249077
1780581600,1.16304,1.16434,1.16302,1.16406,1863,0,0,1.1625037281917163,1.161335695293249
1780583400,1.16406,1.16453,1.16369,1.16417,1832,0,0,1.1628740108157793,1.1615024190995284
1780585200,1.16417,1.1645,1.16344,1.16382,2029,0,0,1.163084230634495,1.1616387473877914
1780587000,1.16382,1.16433,1.16368,1.16368,1871,2,0,1.1632166238268296,1.1617588210708625
1780588800,1.16368,1.16398,1.16339,1.16364,1570,0,0,1.1633107074208673,1.1618694786549293
1780590600,1.16365,1.16397,1.16347,1.16359,2221,0,0,1.1633727724384524,1.1619706857928747
1780592400,1.16359,1.16398,1.16313,1.16315,1836,0,0,1.1633232674521297,1.1620400572168232
1780594200,1.16315,1.16332,1.1629,1.16305,1511,0,0,1.1632625413516564,1.1620994656158337
1780596000,1.16305,1.16315,1.16223,1.16235,1708,0,0,1.1630597543846215,1.1621142029325493
1780597800,1.16235,1.16299,1.16224,1.16282,1446,2,0,1.1630064756324834,1.1621557204071054
1780599600,1.16282,1.16295,1.16263,1.1628,820,2,0,1.1629605921585981,1.1621936192066873
1780601400,1.1628,1.16288,1.16231,1.16233,725,1,0,1.1628204605677985,1.162201641606294
1780603200,1.16233,1.1624,1.16198,1.16201,587,0,0,1.162640358219399,1.1621903685706296
1780605000,1.16201,1.16219,1.16194,1.16207,544,2,0,1.1625136119484214,1.1621832880664749
1780606800,1.16207,1.16224,1.16165,1.16165,528,0,0,1.1623216981821056,1.1621519181802118
1780608600,1.16165,1.16179,1.16132,1.16149,707,0,0,1.16213687636386,1.1621129818166698
1780610400,1.16149,1.1616,1.16112,1.16123,650,2,0,1.1619353482830022,1.1620610417098067
1780612200,1.16123,1.1613,1.16104,1.16124,592,0,0,1.161780826442335,1.1620127451386415
1780614000,1.16124,1.16133,1.16085,1.1609,381,2,0,1.1615850872329272,1.161947289542251
1780615800,1.1609,1.16119,1.16079,1.16102,418,3,0,1.1614595122922766,1.161892743098589
1780617600,1.16091,1.16149,1.16091,1.16142,338,5,0,1.1614507317828817,1.1618649346810248
1780619400,1.16142,1.16156,1.16108,1.16132,498,3,0,1.1614216802755746,1.161832879699788
1780621200,1.16132,1.16135,1.16117,1.16127,270,3,0,1.161387973547669,1.1617997691292123
1780623000,1.16126,1.16129,1.16107,1.16119,191,3,0,1.1613439794259648,1.1617639003569056
